half_life_days,l2_leaf_reg,seed,f1,threshold,weight_cat_all,weight_cat_recent,weight_lgb_idte,positive_rate,positive_predictions,best_iteration_recency,baseline_cat_all_iteration,baseline_lgb_iteration,timestamp_utc
135,7,1337,0.4435695538057743,0.5640000000000001,0.3,0.6,0.1,0.2272783327167345,1843,223,200,15,2026-08-13T16:21:40.599523+00:00
90,9,2027,0.4435590969455511,0.528,0.4,0.4,0.2,0.2228388210630164,1807,358,200,15,2026-08-13T16:11:17.419235+00:00
120,7,1337,0.4434954007884362,0.5,0.3,0.4,0.3,0.2267850536440991,1839,293,200,15,2026-08-13T16:17:49.318816+00:00
180,5,777,0.4434589800443459,0.524,0.3,0.5,0.2,0.2407201874460476,1952,312,200,15,2026-08-13T16:32:24.060174+00:00
75,9,42,0.4434330299089727,0.5640000000000001,0.2,0.7,0.1,0.2307312862251819,1871,187,200,15,2026-08-13T16:06:58.036805+00:00
120,9,2026,0.4433768016472203,0.544,0.3,0.5,0.2,0.2107534837834505,1709,246,200,15,2026-08-13T16:18:12.126700+00:00
120,9,777,0.4432989690721649,0.56,0.5,0.4,0.1,0.2341842397336293,1899,289,200,15,2026-08-13T16:18:23.820576+00:00
165,5,1337,0.4432855280312907,0.6000000000000001,0.4,0.6,0.0,0.2297447280799112,1863,260,200,15,2026-08-13T16:28:44.470163+00:00
150,3,2026,0.443268276546477,0.536,0.3,0.5,0.2,0.2241953385127636,1818,285,200,15,2026-08-13T16:23:04.417425+00:00
90,9,1337,0.4432114882506527,0.5,0.1,0.6,0.3,0.2292514490072758,1859,247,200,15,2026-08-13T16:11:28.621910+00:00
105,7,2026,0.4432078559738134,0.5640000000000001,0.2,0.7,0.1,0.2281415710938463,1850,246,200,15,2026-08-13T16:13:36.156095+00:00
180,5,2026,0.4430299172501591,0.528,0.4,0.4,0.2,0.238870390923665,1937,232,200,15,2026-08-13T16:32:10.804146+00:00
120,9,1337,0.4429945054945055,0.472,0.0,0.6,0.4,0.2105068442471328,1707,397,200,15,2026-08-13T16:18:51.520249+00:00
135,9,777,0.4429795649307844,0.5640000000000001,0.5,0.4,0.1,0.2255518559625108,1829,257,200,15,2026-08-13T16:22:16.004624+00:00
105,7,1337,0.4429487179487179,0.524,0.4,0.4,0.2,0.2361573560241706,1915,282,200,15,2026-08-13T16:14:10.801572+00:00
120,9,42,0.4429178933595027,0.5920000000000001,0.3,0.7,0.0,0.228388210630164,1852,302,200,15,2026-08-13T16:18:01.428245+00:00
120,3,2026,0.4428617675623179,0.532,0.4,0.4,0.2,0.2323344432112467,1884,236,200,15,2026-08-13T16:15:31.414649+00:00
75,5,1337,0.4427284427284427,0.528,0.4,0.4,0.2,0.2346775188062646,1903,176,200,15,2026-08-13T16:05:53.683718+00:00
120,5,2027,0.4426952141057934,0.524,0.3,0.5,0.2,0.2430632630410654,1971,238,200,15,2026-08-13T16:16:46.064886+00:00
120,5,42,0.4426389340266493,0.496,0.1,0.6,0.3,0.2308546059933407,1872,269,200,15,2026-08-13T16:16:14.525383+00:00
135,5,42,0.4426121372031662,0.5,0.2,0.5,0.3,0.2253052164261931,1827,328,200,15,2026-08-13T16:20:01.869071+00:00
135,3,42,0.4426121372031662,0.6000000000000001,0.4,0.6,0.0,0.2253052164261931,1827,231,200,15,2026-08-13T16:19:01.820937+00:00
180,7,42,0.4426011944260119,0.6080000000000001,0.1,0.8999999999999999,0.0,0.223085460599334,1809,297,200,15,2026-08-13T16:32:59.484797+00:00
135,5,1337,0.4425845329762303,0.6040000000000001,0.3,0.7,0.0,0.2197558268590455,1782,265,200,15,2026-08-13T16:20:44.974073+00:00
165,5,2027,0.4425531914893617,0.5640000000000001,0.5,0.4,0.1,0.2281415710938463,1850,284,200,15,2026-08-13T16:28:32.641120+00:00
150,3,42,0.4425342247691818,0.528,0.4,0.4,0.2,0.2387470711555062,1936,257,200,15,2026-08-13T16:22:51.729474+00:00
180,3,42,0.442495126705653,0.56,0.2,0.7,0.1,0.2309779257614995,1873,260,200,15,2026-08-13T16:31:02.297358+00:00
165,7,2026,0.4424552429667519,0.46,0.2,0.4,0.4,0.2371439141694413,1923,338,200,15,2026-08-13T16:29:11.016829+00:00
150,7,777,0.4424202992843201,0.536,0.4,0.4,0.2,0.2304846466888642,1869,292,200,15,2026-08-13T16:25:13.636011+00:00
90,5,2026,0.4422764227642276,0.5640000000000001,0.5,0.4,0.1,0.230607966457023,1870,153,200,15,2026-08-13T16:09:07.658836+00:00
90,5,42,0.4421610871726881,0.532,0.4,0.4,0.2,0.2234554199038105,1812,292,200,15,2026-08-13T16:08:57.723455+00:00
105,9,2026,0.4421258558852298,0.5960000000000001,0.2,0.7999999999999999,0.0,0.2296214083117523,1862,260,200,15,2026-08-13T16:14:34.106363+00:00
105,3,2027,0.4420772303595206,0.5640000000000001,0.5,0.4,0.1,0.2218522629177457,1799,255,200,15,2026-08-13T16:12:12.580375+00:00
180,3,2026,0.4420432220039292,0.536,0.4,0.4,0.2,0.2280182513256875,1849,196,200,15,2026-08-13T16:31:12.583716+00:00
180,9,2027,0.4420243433696348,0.56,0.5,0.4,0.1,0.2364039955604883,1917,285,200,15,2026-08-13T16:34:39.026949+00:00
120,7,777,0.4420103092783505,0.5960000000000001,0.5,0.5,0.0,0.2341842397336293,1899,216,200,15,2026-08-13T16:17:25.493372+00:00
165,7,777,0.4420103092783505,0.56,0.5,0.4,0.1,0.2341842397336293,1899,292,200,15,2026-08-13T16:29:23.677725+00:00
75,9,2027,0.4419427468639434,0.52,0.2,0.6,0.2,0.2348008385744235,1904,269,200,15,2026-08-13T16:07:34.391314+00:00
120,7,2026,0.4419281785829828,0.5960000000000001,0.5,0.5,0.0,0.2325810827475644,1886,226,200,15,2026-08-13T16:17:15.617489+00:00
165,7,42,0.4419191919191919,0.496,0.0,0.7,0.3,0.2420767048957948,1963,270,200,15,2026-08-13T16:28:56.771742+00:00
105,5,777,0.4419149648476732,0.44,0.0,0.5,0.5,0.2197558268590455,1782,244,200,15,2026-08-13T16:12:54.916798+00:00
150,7,42,0.4418834376028976,0.5680000000000001,0.5,0.4,0.1,0.2259218152669873,1832,210,200,15,2026-08-13T16:24:49.213317+00:00
150,5,42,0.4417725867399519,0.5760000000000001,0.0,0.8999999999999999,0.1,0.210383524478974,1706,284,200,15,2026-08-13T16:23:49.708737+00:00
135,7,777,0.4417568427753023,0.56,0.2,0.7,0.1,0.238870390923665,1937,257,200,15,2026-08-13T16:21:19.170286+00:00
120,5,1337,0.4416890080428954,0.444,0.0,0.5,0.5,0.219385867554569,1779,196,200,15,2026-08-13T16:16:55.530931+00:00
105,9,1337,0.4416342412451361,0.46,0.0,0.6,0.4,0.2317178443704526,1879,307,200,15,2026-08-13T16:15:11.865878+00:00
105,5,42,0.4416260162601626,0.528,0.4,0.4,0.2,0.230607966457023,1870,271,200,15,2026-08-13T16:12:34.800049+00:00
180,3,777,0.4416,0.56,0.5,0.4,0.1,0.2367739548649648,1920,253,200,15,2026-08-13T16:31:24.279051+00:00
75,7,2027,0.4415584415584415,0.528,0.4,0.4,0.2,0.2312245652978172,1875,209,200,15,2026-08-13T16:06:35.675234+00:00
90,3,2027,0.4415499837186584,0.56,0.5,0.4,0.1,0.2301146873843877,1866,260,200,15,2026-08-13T16:08:31.752422+00:00
135,9,2027,0.4415251521948093,0.56,0.4,0.5,0.1,0.2362806757923295,1916,265,200,15,2026-08-13T16:22:27.160979+00:00
105,7,42,0.4414893617021276,0.6000000000000001,0.3,0.7,0.0,0.222345541990381,1803,237,200,15,2026-08-13T16:13:25.280253+00:00
150,7,2026,0.44148244473342,0.56,0.5,0.4,0.1,0.2307312862251819,1871,236,200,15,2026-08-13T16:25:00.791807+00:00
75,9,1337,0.4414625964441462,0.6040000000000001,0.5,0.5,0.0,0.2190159082500924,1776,203,200,15,2026-08-13T16:07:45.689968+00:00
165,3,2026,0.4414615958240119,0.5720000000000001,0.0,0.7999999999999999,0.2,0.1821432975706005,1477,237,200,15,2026-08-13T16:27:05.497246+00:00
150,7,2027,0.4414151249594287,0.5640000000000001,0.5,0.4,0.1,0.2313478850659761,1876,295,200,15,2026-08-13T16:25:26.709199+00:00
75,3,2026,0.44140625,0.528,0.4,0.4,0.2,0.2302380071525465,1867,216,200,15,2026-08-13T16:04:33.149503+00:00
180,5,1337,0.4413793103448276,0.532,0.4,0.4,0.2,0.2269083734122579,1840,296,200,15,2026-08-13T16:32:46.589992+00:00
180,9,42,0.441348023331173,0.56,0.1,0.7999999999999999,0.1,0.2319644839067702,1881,369,200,15,2026-08-13T16:34:01.548032+00:00
150,3,777,0.4412438625204583,0.5680000000000001,0.5,0.4,0.1,0.2281415710938463,1850,222,200,15,2026-08-13T16:23:15.348547+00:00
75,7,1337,0.441186271242919,0.468,0.2,0.4,0.4,0.2214823036132692,1796,231,200,15,2026-08-13T16:06:47.355691+00:00
165,5,777,0.4411764705882353,0.5960000000000001,0.4,0.6,0.0,0.2287581699346405,1855,262,200,15,2026-08-13T16:28:20.146522+00:00
135,5,777,0.4411473788328388,0.6040000000000001,0.4,0.6,0.0,0.2254285361943519,1828,236,200,15,2026-08-13T16:20:23.175465+00:00
90,5,1337,0.4411428571428571,0.5680000000000001,0.0,0.7999999999999999,0.2,0.1751140707855469,1420,202,200,15,2026-08-13T16:09:38.768048+00:00
150,5,777,0.4411384217335058,0.5640000000000001,0.5,0.4,0.1,0.2327044025157232,1887,267,200,15,2026-08-13T16:24:14.997183+00:00
105,3,2026,0.4410895963242534,0.5640000000000001,0.5,0.4,0.1,0.2271550129485756,1842,225,200,15,2026-08-13T16:11:50.354282+00:00
75,9,2026,0.4410084033613445,0.536,0.4,0.4,0.2,0.2182759896411394,1770,210,200,15,2026-08-13T16:07:09.424109+00:00
180,7,2027,0.440989847715736,0.528,0.1,0.7,0.2,0.2401035886052534,1947,286,200,15,2026-08-13T16:33:36.368444+00:00
180,9,777,0.4409499358151476,0.532,0.4,0.4,0.2,0.2356640769515353,1911,236,200,15,2026-08-13T16:34:26.558350+00:00
135,9,1337,0.4408532643826761,0.532,0.4,0.4,0.2,0.2329510420520409,1889,275,200,15,2026-08-13T16:22:38.637169+00:00
90,3,2026,0.4407677035076108,0.5640000000000001,0.5,0.4,0.1,0.2240720187446047,1817,203,200,15,2026-08-13T16:08:08.512141+00:00
180,7,1337,0.4407431133888533,0.5640000000000001,0.4,0.5,0.1,0.2364039955604883,1917,206,200,15,2026-08-13T16:33:46.782387+00:00
75,5,2026,0.4407431133888533,0.524,0.4,0.4,0.2,0.2364039955604883,1917,130,200,15,2026-08-13T16:05:24.060435+00:00
75,5,42,0.4406091370558375,0.444,0.0,0.5,0.5,0.2158095942779627,1750,152,200,15,2026-08-13T16:05:14.420150+00:00
180,5,2027,0.4404723906798595,0.5,0.2,0.5,0.3,0.2377605130102355,1928,181,200,15,2026-08-13T16:32:33.901326+00:00
90,3,777,0.4404378622021893,0.56,0.5,0.4,0.1,0.2344308792699469,1901,202,200,15,2026-08-13T16:08:19.296629+00:00
180,7,777,0.440426218921537,0.532,0.4,0.4,0.2,0.2333210013565174,1892,234,200,15,2026-08-13T16:33:23.688788+00:00
165,9,777,0.440419447092469,0.56,0.5,0.4,0.1,0.2394869897644592,1942,318,200,15,2026-08-13T16:30:25.259732+00:00
135,3,2027,0.440412887081639,0.52,0.4,0.4,0.2,0.245652978172401,1992,223,200,15,2026-08-13T16:19:35.471908+00:00
120,7,2027,0.4403973509933774,0.464,0.0,0.6,0.4,0.2238253792082871,1815,301,200,15,2026-08-13T16:17:37.517430+00:00
165,9,2027,0.4403436207445116,0.524,0.4,0.4,0.2,0.2389937106918239,1938,299,200,15,2026-08-13T16:30:38.132315+00:00
75,7,42,0.4403361344537815,0.6080000000000001,0.4,0.6,0.0,0.2182759896411394,1770,153,200,15,2026-08-13T16:06:03.190603+00:00
75,9,777,0.4403252032520325,0.528,0.4,0.4,0.2,0.230607966457023,1870,233,200,15,2026-08-13T16:07:21.599436+00:00
165,3,1337,0.4403111261413595,0.5720000000000001,0.4,0.5,0.1,0.2160562338142804,1752,274,200,15,2026-08-13T16:27:43.899534+00:00
165,7,2027,0.4402597402597402,0.532,0.4,0.4,0.2,0.2312245652978172,1875,266,200,15,2026-08-13T16:29:35.775355+00:00
90,7,1337,0.4401315789473684,0.532,0.4,0.4,0.2,0.2262917745714638,1835,243,200,15,2026-08-13T16:10:34.032332+00:00
105,7,2027,0.4400702987697715,0.516,0.0,0.7,0.3,0.2022444197804908,1640,224,200,15,2026-08-13T16:13:58.986913+00:00
105,5,2026,0.4400656814449918,0.504,0.2,0.5,0.3,0.2269083734122579,1840,189,200,15,2026-08-13T16:12:44.249400+00:00
120,3,2027,0.4400383754397186,0.532,0.4,0.4,0.2,0.2370205944012825,1922,195,200,15,2026-08-13T16:15:51.876406+00:00
165,3,42,0.4399874647445941,0.56,0.3,0.6,0.1,0.244913059563448,1986,197,200,15,2026-08-13T16:26:54.126934+00:00
75,5,2027,0.439894319682959,0.6000000000000001,0.4,0.6,0.0,0.2248119373535577,1823,181,200,15,2026-08-13T16:05:43.749251+00:00
165,9,2026,0.4398422090729783,0.5640000000000001,0.5,0.4,0.1,0.2265384141077814,1837,327,200,15,2026-08-13T16:30:11.824766+00:00
180,7,2026,0.4398340248962655,0.524,0.4,0.4,0.2,0.2377605130102355,1928,304,200,15,2026-08-13T16:33:12.493986+00:00
120,5,777,0.4397705544933078,0.528,0.4,0.4,0.2,0.2383771118510297,1933,167,200,15,2026-08-13T16:16:35.584632+00:00
90,5,777,0.4397630019749835,0.5680000000000001,0.5,0.4,0.1,0.2260451350351461,1833,176,200,15,2026-08-13T16:09:18.138795+00:00
150,9,2026,0.4397609311104121,0.524,0.4,0.4,0.2,0.243433222345542,1974,262,200,15,2026-08-13T16:26:01.496466+00:00
90,7,777,0.4397531666125365,0.556,0.5,0.4,0.1,0.2311012455296584,1874,302,200,15,2026-08-13T16:10:11.140302+00:00
150,7,1337,0.4396632366697848,0.492,0.2,0.5,0.3,0.2468861758539894,2002,229,200,15,2026-08-13T16:25:37.983304+00:00
180,5,42,0.4396103896103896,0.5640000000000001,0.4,0.5,0.1,0.2312245652978172,1875,266,200,15,2026-08-13T16:31:59.758042+00:00
75,7,2026,0.4396026914450496,0.528,0.4,0.4,0.2,0.2362806757923295,1916,170,200,15,2026-08-13T16:06:13.420761+00:00
135,3,2026,0.4395754878466278,0.6080000000000001,0.1,0.8999999999999999,0.0,0.2116167221605623,1716,255,200,15,2026-08-13T16:19:12.681639+00:00
75,7,777,0.4395029431000654,0.5640000000000001,0.5,0.4,0.1,0.2285115303983228,1853,193,200,15,2026-08-13T16:06:24.529813+00:00
150,5,2026,0.4394736842105263,0.5640000000000001,0.4,0.5,0.1,0.2262917745714638,1835,285,200,15,2026-08-13T16:24:02.607582+00:00
90,3,1337,0.4393890152746181,0.532,0.4,0.4,0.2,0.2308546059933407,1872,216,200,15,2026-08-13T16:08:43.112610+00:00
165,9,42,0.4392879847425302,0.56,0.5,0.4,0.1,0.2393636699963004,1941,232,200,15,2026-08-13T16:29:58.130143+00:00
180,9,2026,0.4392082940622054,0.556,0.3,0.6,0.1,0.2439265014181773,1978,320,200,15,2026-08-13T16:34:15.237562+00:00
90,3,42,0.4391979301423027,0.56,0.5,0.4,0.1,0.2327044025157232,1887,200,200,15,2026-08-13T16:07:56.873619+00:00
75,3,2027,0.4391036050665801,0.56,0.5,0.4,0.1,0.2311012455296584,1874,179,200,15,2026-08-13T16:04:53.118873+00:00
105,7,777,0.4389928986442866,0.556,0.5,0.4,0.1,0.2334443211246762,1893,307,200,15,2026-08-13T16:13:48.485550+00:00
90,7,42,0.4388489208633093,0.508,0.0,0.7,0.3,0.2285115303983228,1853,129,200,15,2026-08-13T16:09:47.059205+00:00
105,3,1337,0.4388078630310716,0.5840000000000001,0.5,0.5,0.0,0.2403502281415711,1949,221,200,15,2026-08-13T16:12:23.033357+00:00
75,3,1337,0.4387591941157659,0.528,0.4,0.4,0.2,0.2370205944012825,1922,214,200,15,2026-08-13T16:05:04.287432+00:00
135,7,2026,0.4386473429951691,0.528,0.4,0.4,0.2,0.2343075595017881,1900,299,200,15,2026-08-13T16:21:08.393338+00:00
105,3,777,0.4384958572339069,0.496,0.3,0.4,0.3,0.2383771118510297,1933,207,200,15,2026-08-13T16:12:01.195325+00:00
165,3,2027,0.4384787472035794,0.496,0.3,0.4,0.3,0.2372672339376001,1924,284,200,15,2026-08-13T16:27:31.688897+00:00
105,5,2027,0.4381460486828943,0.5960000000000001,0.5,0.5,0.0,0.2212356640769515,1794,224,200,15,2026-08-13T16:13:05.083436+00:00
90,9,42,0.43776,0.56,0.5,0.4,0.1,0.2367739548649648,1920,219,200,15,2026-08-13T16:10:44.369947+00:00
105,5,1337,0.4376409925878182,0.528,0.4,0.4,0.2,0.2340609199654704,1898,200,200,15,2026-08-13T16:13:14.706622+00:00
135,5,2026,0.4375637972099354,0.544,0.4,0.4,0.2,0.2138364779874214,1734,257,200,15,2026-08-13T16:20:12.776407+00:00
75,3,42,0.4374167776298269,0.472,0.1,0.5,0.4,0.2218522629177457,1799,142,232,15,2026-08-13T15:43:21.413337+00:00
120,7,42,0.4372239747634069,0.552,0.5,0.4,0.1,0.2423233444321124,1965,208,200,15,2026-08-13T16:17:05.320597+00:00
90,9,2026,0.4372153545868575,0.5640000000000001,0.5,0.4,0.1,0.2304846466888642,1869,167,200,15,2026-08-13T16:10:53.452375+00:00
150,3,1337,0.4371619471842189,0.556,0.5,0.4,0.1,0.2389937106918239,1938,232,200,15,2026-08-13T16:23:36.767557+00:00
90,5,2027,0.4370695053224796,0.552,0.5,0.4,0.1,0.2452830188679245,1989,194,200,15,2026-08-13T16:09:28.487740+00:00
75,5,777,0.4358890701468189,0.5640000000000001,0.4,0.5,0.1,0.2293747687754347,1860,144,200,15,2026-08-13T16:05:33.494118+00:00
75,3,777,0.435725677830941,0.524,0.4,0.4,0.2,0.2380071525465532,1930,177,200,15,2026-08-13T16:04:43.236508+00:00
